airline_sentiment	airline	text
negative	US Airways	@USAirways I keep thinking this is a massive practical joke and someone is gonna appear out of thin air and take me to Reno tonight.
negative	US Airways	@USAirways there's over 50 people in line and only one agent!
negative	US Airways	"@USAirways And by the way, I'm planning it while I've Ben waiting in the line at customer service in PHX...for over an hour!"
negative	US Airways	"@USAirways Already planning my local boycott for Washington, D.C. Area."
negative	US Airways	@USAirways I can legitimately say that I would have rather driven cross country than flown on US Airways.
negative	US Airways	@USAirways and despite the fact I see you answering all these people on twitter with mundane qs you refuse to answer me!
negative	US Airways	"@USAirways you guys are the worst airline I've ever dealt with.  No notifications, no keeping customers updated.  Terrible service"
negative	US Airways	@USAirways hey guys!  Thanks for answering me and thanks for keeping me on hold for an hour on customer service at 12 pm PST!
neutral	US Airways	"@USAirways @PDQuigley any progress? Good luck, Patrick!"
positive	US Airways	"@USAirways @landonschott he's fine, he really likes picking his own seat...."
negative	US Airways	@USAirways is the worst airline to ever travel with.
negative	US Airways	"@USAirways has to be the most lazy, inconsiderate, and unprofessional airline that I have ever traveled."
negative	US Airways	@USAirways Do you have any pride in your service? Any concerns for my wife and everyone else on that flight? Or you just don't care????!!!
negative	US Airways	@USAirways now U horrible people say you have no where for her to sleep?
negative	US Airways	@USAirways who's in charge of your company? My wife missed her connection to CA you sent her luggage on another flight
negative	US Airways	@USAirways the call hung up on me..
negative	US Airways	@USAirways got this message on your site to call about my flight - just gave up after being on hold for 3 HOURS! http://t.co/5cDX2ROAE6
negative	US Airways	@USAirways #usairways lost a passenger today for not upholding their promise of excellent customer service!!!
negative	US Airways	@USAirways yet again your staff in Philadelphia  failed to send my luggage home with me. #alwayshappensthere #angrytraveler
negative	US Airways	@USAirways  ok my 4th try today....giving up at 12.45am after 138 minute hold time. #terrible http://t.co/Ps9Q9RPSiL
negative	US Airways	Number or email? That's the purpose of sending you a tweet? @USAirways
positive	US Airways	@USAirways Thank you. I'll do that next time!
negative	US Airways	@USAirways it still says that I can't check into my flight because the information is incorrect but everything is entered correctly
negative	US Airways	@USAirways this says it was estimated to leave an hour ago (it hasn't left yet) so thanks for this useful information. #TheWorstAirline
negative	US Airways	@USAirways your customer service is horrendous. Between the way employees speak customers and their lack of care for problems with flights.
negative	US Airways	@USAirways had mom sit for 3 hours waiting for a flight they ultimately Cancelled Flighted to give her a Tuesday morning flight...no compensation. Ugh
negative	US Airways	@USAirways does anyone from your airline know how to do their job?
negative	US Airways	@USAirways Has To Be THE WORST Airline Of All Time😡😡😡
negative	US Airways	@USAirways denied me standby bc of checked bag in cvg 5163 to Phl @ 6..so I had to take delayed 3751 4 hrs Late Flightr...except u lost bag in cvg
negative	US Airways	@USAirways you reminded me today why I fly @SouthwestAir
positive	US Airways	@USAirways looks like our bag has been rescued. Thanks!
negative	US Airways	@USAirways .... I've been trying to get through to book a reservation and the system will not let me through. Day 3 #ridiculous
negative	US Airways	@USAirways you are the worst.
negative	US Airways	@USAirways making folks run from gate C29 to A18 to B11 with NO EXPLANATION and zero carts to transfer elderly and handicap. #PHL
negative	US Airways	@USAirways have been waiting in an airplane for a total of 3 hours to take off between 2 flights today...this usually doesn't happen...
negative	US Airways	@USAirways not given option for new flight! Why can't we get a plane PHL-MIA? 20years as an #eventprof this is worst travel experience ever
negative	US Airways	@USAirways doesn't let u do stand by on flight due to checked bag causing u to get in 5 hours Late Flightr only to get to PHL &amp; bag didn't make it
neutral	US Airways	@USAirways and @AmericanAir aren't as merged as the marketing departments would have us believe. Maybe @Delta or @united can get me home?
negative	US Airways	"@USAirways absolutely worst experience of my life at PHL. 6 hrs, 1 failed departure, 3 gates, and ZERO communication or help!!"
negative	US Airways	"@USAirways @AmericanAir as soon as I call customer service to speak to a representative, I am disconnected"
negative	US Airways	"@USAirways @AmericanAir have been trying to call customer service since 9pm. After an hour, was disconnected. Spoke to no one"
negative	US Airways	@USAirways give us no information and an attitude.
neutral	US Airways	@USAirways Looking for some help to recover an item I left on an airplane this evening
negative	US Airways	@USAirways attendants at the gate. Enjoyed watching the other flight to our destination take off before having a horrible attendant give us
negative	US Airways	"@USAirways now has stranded is in #Miami without updating any of the departure boards, and once they Cancelled Flightled the flight there was no..."
negative	US Airways	@USAirways you are absolutely terrible at managing these delays... Been delayed and undelayed and delayed 6 times now. 10 AM office hours.
negative	US Airways	"@USAirways @AmericanAir have the most rude, unreliable, horrible company with equally rude, unreliable and horrible employees. Stay tuned."
negative	US Airways	"@USAirways #PHL why does it take an hour to offload bags, especially after taking 30+ min to get a jetway to get off plane after landing?"
negative	US Airways	"@USAirways flight #703 Philly -&gt; Mia? Bwahahaha! Delayed 5+ hrs, were in the air 30 mins then turned back around. #usairwaysfail"
negative	US Airways	@USAirways I'm tired of paying for luggage &amp; less than stellar customer service @AmericanAir. #notafanofyourmerger
negative	US Airways	@USAirways have you heard about the debacle at DCA? What is happening with our New Orleans flight? #wewanttoknow
negative	US Airways	@USAirways I think it's a little weak sauce you have zero inflight entertainment for a 4 hour flight from Salt Lake to Philadelphia
negative	US Airways	"@USAirways we flew out, through and into good weather. when we landed,  another technical issue with gate. improve service or lose customers"
negative	US Airways	"@USAirways - is stranding your customers, not reFlight Booking Problems them, and then not answering the phone the way you treat Platinum members?"
negative	US Airways	@USAirways I made a reservation online but I didn't receive any confirmation email. My bank said the transaction went through. Can u help?
negative	US Airways	@USAirways This is the worst flying experience of my life. Flight scheduled for departure at 5:44pm from Phl. 5+ hrs Late Flightr guess where I am?
neutral	US Airways	@USAirways Have you issued a Memphis travel advisory for tomorrow? Winter weather coming through now.
negative	US Airways	@USAirways any update on this flight?It's more than three hours delayed. Thank you.
negative	US Airways	"@USAirways @AmericanAir you should partner w/ a different hotel in PHL, the clarion is proving to be very difficult &amp; not customer friendly"
negative	US Airways	@USAirways truly dissapointed when our flight is delayed and going to miss connection that we are expected to rebook our own flight????????
negative	US Airways	"@USAirways - you kind of screwed my day up, at least it was outbound, but you did save it by stranding me in a @RenHotels @MarriottRewards"
negative	US Airways	@USAirways nightmare trying to get to Costa Rica from PHL today. Stuck in Miami and no one answers at 800 number.
negative	US Airways	@USAirways @PeterPiatetsky Ummmm I think US Air's computers@were@down for hours - my flight is 3 hours Late Flight.
negative	US Airways	"@USAirways comedy of errors continues..."" We can't get into our gate, there is a broken down truck in the way"" #fail"
